datetime;ipsrc;ipdst;proto;dstport;policyid;action;in;
2021-03-09 03:39:56;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:39:56;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:39:56;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:39:56;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:39:56;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:41:04;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:41:04;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:41:04;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:41:04;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:41:04;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:41:27;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:41:27;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:41:27;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:41:27;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:41:27;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;20;3;Permit;IN;
2021-03-09 03:41:58;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;20;3;Permit;IN;
2021-03-09 03:42:56;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;20;3;Permit;IN;
2021-03-09 03:45:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;20;3;Permit;IN;
2021-03-09 03:46:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:47:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:47:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:47:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:47:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:47:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;20;3;Permit;IN;
2021-03-09 03:47:01;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;20;3;Permit;IN;
2021-03-09 03:48:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;22;12;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;80;4;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;20;3;Permit;IN;
2021-03-09 03:49:00;192.168.1.20;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;23;2;Permit;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;113;34;Deny;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;113;34;Deny;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;113;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;113;34;Deny;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;113;34;Deny;IN;
2021-03-09 03:49:41;89.89.56.2;192.168.1.10;TCP;113;34;Deny;IN;
2021-03-09 03:49:41;28.12.15.20;192.168.1.10;TCP;113;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.30;192.168.1.10;TCP;113;34;Deny;IN;
2021-03-09 03:49:41;10.172.11.2;192.168.1.10;TCP;113;34;Deny;IN;
2021-03-09 03:49:41;194.25.56.2;192.168.1.10;TCP;113;34;Deny;IN;
2021-03-09 03:49:41;172.5.2.8;192.168.1.10;TCP;113;34;Deny;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;53;11;Permit;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;53;11;Permit;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;53;11;Permit;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;53;11;Permit;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;53;11;Permit;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;587;34;Deny;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;587;34;Deny;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;587;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;587;34;Deny;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;587;34;Deny;IN;
2021-03-09 03:49:41;89.89.56.2;192.168.1.10;TCP;587;34;Deny;IN;
2021-03-09 03:49:41;28.12.15.20;192.168.1.10;TCP;587;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.30;192.168.1.10;TCP;587;34;Deny;IN;
2021-03-09 03:49:41;10.172.11.2;192.168.1.10;TCP;587;34;Deny;IN;
2021-03-09 03:49:41;194.25.56.2;192.168.1.10;TCP;587;34;Deny;IN;
2021-03-09 03:49:41;172.5.2.8;192.168.1.10;TCP;587;34;Deny;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;1723;34;Deny;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;1723;34;Deny;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;1723;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;1723;34;Deny;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;1723;34;Deny;IN;
2021-03-09 03:49:41;89.89.56.2;192.168.1.10;TCP;1723;34;Deny;IN;
2021-03-09 03:49:41;28.12.15.20;192.168.1.10;TCP;1723;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.30;192.168.1.10;TCP;1723;34;Deny;IN;
2021-03-09 03:49:41;10.172.11.2;192.168.1.10;TCP;1723;34;Deny;IN;
2021-03-09 03:49:41;194.25.56.2;192.168.1.10;TCP;1723;34;Deny;IN;
2021-03-09 03:49:41;172.5.2.8;192.168.1.10;TCP;1723;34;Deny;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;445;7;Permit;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;445;7;Permit;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;445;7;Permit;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;445;7;Permit;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;445;7;Permit;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;111;34;Deny;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;111;34;Deny;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;111;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;111;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;111;34;Deny;IN;
2021-03-09 03:49:41;89.89.56.2;192.168.1.10;TCP;111;34;Deny;IN;
2021-03-09 03:49:41;28.12.15.20;192.168.1.10;TCP;111;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.30;192.168.1.10;TCP;111;34;Deny;IN;
2021-03-09 03:49:41;10.172.11.2;192.168.1.10;TCP;111;34;Deny;IN;
2021-03-09 03:49:41;194.25.56.2;192.168.1.10;TCP;111;34;Deny;IN;
2021-03-09 03:49:41;172.5.2.8;192.168.1.10;TCP;111;34;Deny;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;443;8;Permit;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;3306;5;Permit;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;3306;5;Permit;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;3306;5;Permit;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;3306;5;Permit;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;3306;5;Permit;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;199;34;Deny;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;199;34;Deny;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;199;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;199;34;Deny;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;199;34;Deny;IN;
2021-03-09 03:49:41;89.89.56.2;192.168.1.10;TCP;199;34;Deny;IN;
2021-03-09 03:49:41;28.12.15.20;192.168.1.10;TCP;199;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.30;192.168.1.10;TCP;199;34;Deny;IN;
2021-03-09 03:49:41;10.172.11.2;192.168.1.10;TCP;199;34;Deny;IN;
2021-03-09 03:49:41;194.25.56.2;192.168.1.10;TCP;199;34;Deny;IN;
2021-03-09 03:49:41;172.5.2.8;192.168.1.10;TCP;199;34;Deny;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;995;34;Deny;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;995;34;Deny;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;995;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;995;34;Deny;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;995;34;Deny;IN;
2021-03-09 03:49:41;89.89.56.2;192.168.1.10;TCP;995;34;Deny;IN;
2021-03-09 03:49:41;28.12.15.20;192.168.1.10;TCP;995;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.30;192.168.1.10;TCP;995;34;Deny;IN;
2021-03-09 03:49:41;10.172.11.2;192.168.1.10;TCP;995;34;Deny;IN;
2021-03-09 03:49:41;194.25.56.2;192.168.1.10;TCP;995;34;Deny;IN;
2021-03-09 03:49:41;172.5.2.8;192.168.1.10;TCP;995;34;Deny;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;554;34;Deny;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;554;34;Deny;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;554;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;554;34;Deny;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;554;34;Deny;IN;
2021-03-09 03:49:41;89.89.56.2;192.168.1.10;TCP;554;34;Deny;IN;
2021-03-09 03:49:41;28.12.15.20;192.168.1.10;TCP;554;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.30;192.168.1.10;TCP;554;34;Deny;IN;
2021-03-09 03:49:41;10.172.11.2;192.168.1.10;TCP;554;34;Deny;IN;
2021-03-09 03:49:41;194.25.56.2;192.168.1.10;TCP;554;34;Deny;IN;
2021-03-09 03:49:41;172.5.2.8;192.168.1.10;TCP;554;34;Deny;IN;
2021-03-09 03:49:41;194.25.56.2;192.168.1.10;TCP;513;34;Deny;IN;
2021-03-09 03:49:41;172.5.2.8;192.168.1.10;TCP;513;34;Deny;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;179;34;Deny;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;179;34;Deny;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;179;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;179;34;Deny;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;179;34;Deny;IN;
2021-03-09 03:49:41;89.89.56.2;192.168.1.10;TCP;179;34;Deny;IN;
2021-03-09 03:49:41;28.12.15.20;192.168.1.10;TCP;179;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.30;192.168.1.10;TCP;179;34;Deny;IN;
2021-03-09 03:49:41;10.172.11.2;192.168.1.10;TCP;179;34;Deny;IN;
2021-03-09 03:49:41;194.25.56.2;192.168.1.10;TCP;179;34;Deny;IN;
2021-03-09 03:49:41;172.5.2.8;192.168.1.10;TCP;179;34;Deny;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;8443;34;Deny;IN;
2021-03-09 03:49:41;192.168.4.1;192.168.1.10;TCP;8443;34;Deny;IN;
2021-03-09 03:49:41;172.156.2.26;192.168.1.10;TCP;8443;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;8443;34;Deny;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;8443;34;Deny;IN;
2021-03-09 03:49:41;89.89.56.2;192.168.1.10;TCP;8443;34;Deny;IN;
2021-03-09 03:49:41;28.12.15.20;192.168.1.10;TCP;8443;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.30;192.168.1.10;TCP;8443;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;10.172.11.2;192.168.1.10;TCP;8443;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.0;192.168.1.10;TCP;10000;34;Deny;IN;
2021-03-09 03:49:41;10.10.1.101;192.168.1.10;TCP;10000;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.10;192.168.1.0;TCP;61240;34;Deny;IN;
2021-03-09 03:49:41;89.89.56.2;192.168.1.10;TCP;10000;34;Deny;IN;
2021-03-09 03:49:41;28.12.15.20;192.168.1.10;TCP;10000;34;Deny;IN;
2021-03-09 03:49:41;192.168.1.30;192.168.1.10;TCP;10000;34;Deny;IN;
2021-03-09 03:49:41;10.172.11.2;192.168.1.10;TCP;10000;34;Deny;IN;
2021-03-09 03:49:41;194.25.56.2;192.168.1.10;TCP;10000;34;Deny;IN;
2021-03-09 03:49:41;172.5.2.8;192.168.1.10;TCP;10000;34;Deny;IN;
2021-03-09 03:49:41;10.0.0.1;192.168.1.10;TCP;9;34;Deny;IN;
